Date/Time,Year,Month,Day,Time,Data Quality,Temp (¡C),Temp Flag,Dew Point Temp (¡C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h)
1/1/2016 0:00,2016,1,1,0:00, ,-6.8,,-7.7,,93,,29,,10
1/1/2016 1:00,2016,1,1,1:00, ,-7.1,,-8,,94,,29,,8
1/1/2016 2:00,2016,1,1,2:00, ,-7.3,,-7.9,,96,,30,,6
1/1/2016 3:00,2016,1,1,3:00, ,-7.3,,-7.9,,95,,28,,7
1/1/2016 4:00,2016,1,1,4:00, ,-7.4,,-8,,95,,29,,4
1/1/2016 5:00,2016,1,1,5:00, ,-7.4,,-8.1,,95,,29,,6
1/1/2016 6:00,2016,1,1,6:00, ,-7.7,,-8.3,,95,,27,,4
1/1/2016 7:00,2016,1,1,7:00, ,-7.4,,-8,,96,,23,,3
1/1/2016 8:00,2016,1,1,8:00, ,-7.6,,-8.3,,95,,30,,5
1/1/2016 9:00,2016,1,1,9:00, ,-7.2,,-7.9,,95,,26,,4
1/1/2016 10:00,2016,1,1,10:00, ,-6.8,,-7.5,,95,,25,,5
1/1/2016 11:00,2016,1,1,11:00, ,-6,,-7.5,,89,,27,,13
1/1/2016 12:00,2016,1,1,12:00, ,-6,,-8.6,,82,,27,,13
1/1/2016 13:00,2016,1,1,13:00, ,-5.5,,-8.4,,80,,28,,14
1/1/2016 14:00,2016,1,1,14:00, ,-5.2,,-8.6,,77,,28,,11
1/1/2016 15:00,2016,1,1,15:00, ,-4.7,,-8.2,,77,,26,,12
1/1/2016 16:00,2016,1,1,16:00, ,-5.2,,-7.9,,81,,24,,9
1/1/2016 17:00,2016,1,1,17:00, ,-4.9,,-7.1,,84,,23,,8
1/1/2016 18:00,2016,1,1,18:00, ,-5.3,,-7,,88,,19,,3
1/1/2016 19:00,2016,1,1,19:00, ,-4.9,,-6.6,,88,,21,,8
1/1/2016 20:00,2016,1,1,20:00, ,-5.3,,-6.7,,90,,15,,8
1/1/2016 21:00,2016,1,1,21:00, ,-6.8,,-7.3,,96,,20,,8
1/1/2016 22:00,2016,1,1,22:00, ,-6.2,,-7.2,,93,,22,,8
1/1/2016 23:00,2016,1,1,23:00, ,-6.4,,-7.5,,92,,23,,7
1/2/2016 0:00,2016,1,2,0:00, ,-8.6,,-9.3,,95,,26,,6
1/2/2016 1:00,2016,1,2,1:00, ,-8.5,,-8.7,,98,,15,,4
1/2/2016 2:00,2016,1,2,2:00, ,-7.5,,-8,,96,,23,,6
1/2/2016 3:00,2016,1,2,3:00, ,-7.4,,-7.8,,97,,20,,7
1/2/2016 4:00,2016,1,2,4:00, ,-8.7,,-9.1,,97,,21,,8
1/2/2016 5:00,2016,1,2,5:00, ,-7.8,,-8.4,,96,,21,,11
1/2/2016 6:00,2016,1,2,6:00, ,-8.2,,-8.8,,95,,20,,7
1/2/2016 7:00,2016,1,2,7:00, ,-8.5,,-9.4,,93,,19,,11
1/2/2016 8:00,2016,1,2,8:00, ,-8.5,,-9.3,,94,,21,,8
1/2/2016 9:00,2016,1,2,9:00, ,-8.3,,-9.3,,92,,20,,7
1/2/2016 10:00,2016,1,2,10:00, ,-6.5,,-7.8,,91,,19,,10
1/2/2016 11:00,2016,1,2,11:00, ,-5.4,,-7.5,,85,,24,,10
1/2/2016 12:00,2016,1,2,12:00, ,-4,,-6.9,,80,,26,,25
1/2/2016 13:00,2016,1,2,13:00, ,-4,,-6.8,,80,,25,,22
1/2/2016 14:00,2016,1,2,14:00, ,-3.3,,-7.2,,75,,25,,26
1/2/2016 15:00,2016,1,2,15:00, ,-3.6,,-7.1,,77,,25,,26
1/2/2016 16:00,2016,1,2,16:00, ,-3.2,,-6.4,,79,,24,,19
1/2/2016 17:00,2016,1,2,17:00, ,-3.5,,-6.1,,82,,24,,20
1/2/2016 18:00,2016,1,2,18:00, ,-4.1,,-6.4,,84,,24,,18
1/2/2016 19:00,2016,1,2,19:00, ,-4.4,,-6.7,,84,,24,,20
1/2/2016 20:00,2016,1,2,20:00, ,-5.3,,-7.2,,87,,25,,10
1/2/2016 21:00,2016,1,2,21:00, ,-5.2,,-6.7,,89,,23,,9
1/2/2016 22:00,2016,1,2,22:00, ,-5.7,,-7.4,,88,,24,,10
1/2/2016 23:00,2016,1,2,23:00, ,-5.5,,-7.3,,87,,21,,7
1/3/2016 0:00,2016,1,3,0:00, ,-5.5,,-6.9,,90,,20,,5
1/3/2016 1:00,2016,1,3,1:00, ,-5.2,,-6.5,,91,,20,,9
1/3/2016 2:00,2016,1,3,2:00, ,-5.6,,-7,,90,,24,,11
1/3/2016 3:00,2016,1,3,3:00, ,-5.7,,-6.8,,92,,18,,5
1/3/2016 4:00,2016,1,3,4:00, ,-6,,-6.9,,94,,20,,9
1/3/2016 5:00,2016,1,3,5:00, ,-6.1,,-6.7,,95,,19,,5
1/3/2016 6:00,2016,1,3,6:00, ,-5.6,,-6.1,,96,,18,,5
1/3/2016 7:00,2016,1,3,7:00, ,-5.2,,-5.6,,97,,15,,6
1/3/2016 8:00,2016,1,3,8:00, ,-4.7,,-5,,97,,16,,8
1/3/2016 9:00,2016,1,3,9:00, ,-4.4,,-4.7,,98,,13,,6
1/3/2016 10:00,2016,1,3,10:00, ,-3.7,,-4.2,,97,,15,,9
1/3/2016 11:00,2016,1,3,11:00, ,-3.1,,-3.6,,96,,18,,10
1/3/2016 12:00,2016,1,3,12:00, ,-2.7,,-3.3,,96,,19,,11
1/3/2016 13:00,2016,1,3,13:00, ,-2.4,,-3,,96,,19,,10
1/3/2016 14:00,2016,1,3,14:00, ,-2,,-2.6,,96,,18,,7
1/3/2016 15:00,2016,1,3,15:00, ,-1.8,,-2.4,,96,,17,,7
1/3/2016 16:00,2016,1,3,16:00, ,-1.9,,-2.4,,96,,18,,7
1/3/2016 17:00,2016,1,3,17:00, ,-2.2,,-2.5,,98,,14,,4
1/3/2016 18:00,2016,1,3,18:00, ,-4,,-4.4,,97,,2,,15
1/3/2016 19:00,2016,1,3,19:00, ,-5.7,,-6.3,,95,,1,,13
1/3/2016 20:00,2016,1,3,20:00, ,-6.8,,-7.6,,94,,35,,13
1/3/2016 21:00,2016,1,3,21:00, ,-7.7,,-8.5,,94,,35,,13
1/3/2016 22:00,2016,1,3,22:00, ,-8.6,,-9.5,,93,,34,,16
1/3/2016 23:00,2016,1,3,23:00, ,-9.7,,-10.7,,92,,34,,17
1/4/2016 0:00,2016,1,4,0:00, ,-10.7,,-11.9,,91,,35,,15
1/4/2016 1:00,2016,1,4,1:00, ,-11.4,,-12.6,,91,,34,,15
1/4/2016 2:00,2016,1,4,2:00, ,-12.1,,-13.3,,91,,33,,15
1/4/2016 3:00,2016,1,4,3:00, ,-13,,-14.3,,90,,33,,15
1/4/2016 4:00,2016,1,4,4:00, ,-13.2,,-14.6,,89,,34,,13
1/4/2016 5:00,2016,1,4,5:00, ,-13.9,,-15.6,,87,,33,,14
1/4/2016 6:00,2016,1,4,6:00, ,-14.8,,-16.5,,87,,33,,16
1/4/2016 7:00,2016,1,4,7:00, ,-15.5,,-17,,88,,33,,16
1/4/2016 8:00,2016,1,4,8:00, ,-16.2,,-17.8,,88,,32,,14
1/4/2016 9:00,2016,1,4,9:00, ,-17.1,,-18.8,,86,,32,,18
1/4/2016 10:00,2016,1,4,10:00, ,-17.2,,-19.4,,83,,32,,22
1/4/2016 11:00,2016,1,4,11:00, ,-16.8,,-19.3,,81,,34,,18
1/4/2016 12:00,2016,1,4,12:00, ,-16.2,,-18.9,,80,,32,,17
1/4/2016 13:00,2016,1,4,13:00, ,-15.6,,-18.7,,77,,32,,21
1/4/2016 14:00,2016,1,4,14:00, ,-15.3,,-18.5,,77,,33,,22
1/4/2016 15:00,2016,1,4,15:00, ,-15,,-18.3,,75,,32,,26
1/4/2016 16:00,2016,1,4,16:00, ,-15.2,,-19.3,,70,,33,,22
1/4/2016 17:00,2016,1,4,17:00, ,-16.2,,-19.6,,75,,32,,18
1/4/2016 18:00,2016,1,4,18:00, ,-17.4,,-20.4,,78,,32,,16
1/4/2016 19:00,2016,1,4,19:00, ,-18.2,,-20.8,,80,,33,,14
1/4/2016 20:00,2016,1,4,20:00, ,-19.5,,-21.6,,83,,30,,11
1/4/2016 21:00,2016,1,4,21:00, ,-21.8,,-23.5,,86,,31,,4
1/4/2016 22:00,2016,1,4,22:00, ,-21.2,,-22.8,,87,,33,,4
1/4/2016 23:00,2016,1,4,23:00, ,-22.6,,-24,,89,,31,,6
1/5/2016 0:00,2016,1,5,0:00, ,-21.9,,-23.4,,88,,29,,9
1/5/2016 1:00,2016,1,5,1:00, ,-22.8,,-24.4,,87,,31,,12
1/5/2016 2:00,2016,1,5,2:00, ,-21.3,,-22.8,,88,,34,,6
1/5/2016 3:00,2016,1,5,3:00, ,-21.9,,-23.4,,87,,33,,9
1/5/2016 4:00,2016,1,5,4:00, ,-22.3,,-23.9,,87,,31,,5
1/5/2016 5:00,2016,1,5,5:00, ,-21,,-22.3,,89,,30,,15
1/5/2016 6:00,2016,1,5,6:00, ,-20.5,,-22.2,,86,,31,,14
1/5/2016 7:00,2016,1,5,7:00, ,-20.7,,-22.4,,86,,30,,11
1/5/2016 8:00,2016,1,5,8:00, ,-21.5,,-23.1,,87,,29,,10
1/5/2016 9:00,2016,1,5,9:00, ,-21.7,,-23.5,,86,,28,,8
1/5/2016 10:00,2016,1,5,10:00, ,-20.8,,-22.7,,85,,26,,9
1/5/2016 11:00,2016,1,5,11:00, ,-18.5,,-21.3,,78,,26,,8
1/5/2016 12:00,2016,1,5,12:00, ,-16.6,,-20.4,,72,,27,,11
1/5/2016 13:00,2016,1,5,13:00, ,-15.2,,-20.1,,66,,29,,13
1/5/2016 14:00,2016,1,5,14:00, ,-13.7,,-20.4,,57,,27,,10
1/5/2016 15:00,2016,1,5,15:00, ,-12.8,,-18.9,,60,,23,,6
1/5/2016 16:00,2016,1,5,16:00, ,-12.7,,-17.6,,67,,15,,9
1/5/2016 17:00,2016,1,5,17:00, ,-14.7,,-17.7,,78,,13,,9
1/5/2016 18:00,2016,1,5,18:00, ,-15.7,,-18.6,,78,,15,,11
1/5/2016 19:00,2016,1,5,19:00, ,-15,,-18.3,,76,,17,,14
1/5/2016 20:00,2016,1,5,20:00, ,-14.9,,-17.9,,77,,18,,17
1/5/2016 21:00,2016,1,5,21:00, ,-13.7,,-17.4,,74,,20,,20
1/5/2016 22:00,2016,1,5,22:00, ,-13.8,,-17.6,,73,,20,,18
1/5/2016 23:00,2016,1,5,23:00, ,-13.4,,-17.3,,73,,21,,16
1/6/2016 0:00,2016,1,6,0:00, ,-13.5,,-16.8,,76,,22,,10
1/6/2016 1:00,2016,1,6,1:00, ,-13,,-16.6,,75,,27,,13
1/6/2016 2:00,2016,1,6,2:00, ,-14.2,,-17.1,,78,,24,,9
1/6/2016 3:00,2016,1,6,3:00, ,-14.4,,-17.1,,80,,22,,10
1/6/2016 4:00,2016,1,6,4:00, ,-15.1,,-17.3,,83,,20,,9
1/6/2016 5:00,2016,1,6,5:00, ,-14.8,,-16.5,,87,,21,,8
1/6/2016 6:00,2016,1,6,6:00, ,-14.4,,-16,,88,,18,,6
1/6/2016 7:00,2016,1,6,7:00, ,-13.9,,-15.3,,89,,23,,8
1/6/2016 8:00,2016,1,6,8:00, ,-15,,-16.2,,91,,18,,8
1/6/2016 9:00,2016,1,6,9:00, ,-14.4,,-15.8,,89,,16,,9
1/6/2016 10:00,2016,1,6,10:00, ,-11,,-13.5,,82,,22,,6
1/6/2016 11:00,2016,1,6,11:00, ,-8.8,,-11.7,,80,,24,,9
1/6/2016 12:00,2016,1,6,12:00, ,-6.5,,-10.1,,76,,24,,16
1/6/2016 13:00,2016,1,6,13:00, ,-5.4,,-9.1,,75,,24,,14
1/6/2016 14:00,2016,1,6,14:00, ,-4.8,,-8.7,,74,,24,,17
1/6/2016 15:00,2016,1,6,15:00, ,-4.6,,-8.7,,73,,25,,19
1/6/2016 16:00,2016,1,6,16:00, ,-4.7,,-8.5,,75,,23,,15
1/6/2016 17:00,2016,1,6,17:00, ,-5.7,,-8.3,,82,,22,,12
1/6/2016 18:00,2016,1,6,18:00, ,-5.7,,-8.1,,83,,22,,15
1/6/2016 19:00,2016,1,6,19:00, ,-5.7,,-7.9,,84,,22,,8
1/6/2016 20:00,2016,1,6,20:00, ,-5.4,,-7.7,,84,,23,,8
1/6/2016 21:00,2016,1,6,21:00, ,-5.4,,-7.5,,85,,23,,12
1/6/2016 22:00,2016,1,6,22:00, ,-5.2,,-7.2,,86,,23,,9
1/6/2016 23:00,2016,1,6,23:00, ,-4.8,,-6.6,,87,,24,,12
1/7/2016 0:00,2016,1,7,0:00, ,-4.6,,-6.4,,87,,25,,13
1/7/2016 1:00,2016,1,7,1:00, ,-4.5,,-6.3,,87,,26,,12
1/7/2016 2:00,2016,1,7,2:00, ,-4.5,,-6.3,,87,,25,,12
1/7/2016 3:00,2016,1,7,3:00, ,-4.3,,-6.2,,87,,23,,11
1/7/2016 4:00,2016,1,7,4:00, ,-5,,-6.5,,89,,19,,7
1/7/2016 5:00,2016,1,7,5:00, ,-5.1,,-6.5,,90,,22,,6
1/7/2016 6:00,2016,1,7,6:00, ,-4.2,,-6,,87,,25,,10
1/7/2016 7:00,2016,1,7,7:00, ,-4.6,,-6.4,,87,,25,,6
1/7/2016 8:00,2016,1,7,8:00, ,-4.5,,-6.2,,88,,24,,7
1/7/2016 9:00,2016,1,7,9:00, ,-5,,-6.7,,87,,23,,8
1/7/2016 10:00,2016,1,7,10:00, ,-4.5,,-6.9,,83,,27,,6
1/7/2016 11:00,2016,1,7,11:00, ,-3,,-6.3,,78,,28,,12
1/7/2016 12:00,2016,1,7,12:00, ,-2.2,,-5.5,,78,,30,,13
1/7/2016 13:00,2016,1,7,13:00, ,-1.9,,-5.4,,77,,30,,16
1/7/2016 14:00,2016,1,7,14:00, ,-1.5,,-5.5,,74,,30,,13
1/7/2016 15:00,2016,1,7,15:00, ,-1.3,,-5.4,,74,,31,,13
1/7/2016 16:00,2016,1,7,16:00, ,-1.4,,-5.6,,73,,31,,16
1/7/2016 17:00,2016,1,7,17:00, ,-2.5,,-6,,76,,30,,10
1/7/2016 18:00,2016,1,7,18:00, ,-3.5,,-6.4,,81,,28,,8
1/7/2016 19:00,2016,1,7,19:00, ,-3.2,,-5.7,,82,,31,,8
1/7/2016 20:00,2016,1,7,20:00, ,-3.6,,-5.8,,85,,2,,3
1/7/2016 21:00,2016,1,7,21:00, ,-3.5,,-6.3,,81,,2,,5
1/7/2016 22:00,2016,1,7,22:00, ,-3.9,,-6.5,,83,,3,,7
1/7/2016 23:00,2016,1,7,23:00, ,-4.4,,-6.7,,84,,2,,7
1/8/2016 0:00,2016,1,8,0:00, ,-5.3,,-7.2,,86,,5,,9
1/8/2016 1:00,2016,1,8,1:00, ,-6.3,,-8.8,,83,,4,,9
1/8/2016 2:00,2016,1,8,2:00, ,-6.7,,-9.1,,84,,7,,4
1/8/2016 3:00,2016,1,8,3:00, ,-7.1,,-9.3,,84,,1,,7
1/8/2016 4:00,2016,1,8,4:00, ,-7.5,,-9.4,,86,,3,,6
1/8/2016 5:00,2016,1,8,5:00, ,-7.4,,-9.5,,85,,5,,8
1/8/2016 6:00,2016,1,8,6:00, ,-7.6,,-9.9,,83,,8,,8
1/8/2016 7:00,2016,1,8,7:00, ,-7.6,,-9.7,,85,,3,,6
1/8/2016 8:00,2016,1,8,8:00, ,-7.7,,-9.9,,84,,4,,4
1/8/2016 9:00,2016,1,8,9:00, ,-7.6,,-10,,83,,5,,5
1/8/2016 10:00,2016,1,8,10:00, ,-7.5,,-10.3,,80,,6,,5
1/8/2016 11:00,2016,1,8,11:00, ,-7.3,,-10,,81,,35,,6
1/8/2016 12:00,2016,1,8,12:00, ,-6.9,,-10.1,,78,,6,,7
1/8/2016 13:00,2016,1,8,13:00, ,-6.2,,-10,,75,,3,,7
1/8/2016 14:00,2016,1,8,14:00, ,-5.8,,-9.6,,75,,32,,4
1/8/2016 15:00,2016,1,8,15:00, ,-5.7,,-9.2,,76,,3,,4
1/8/2016 16:00,2016,1,8,16:00, ,-5.6,,-9.2,,76,,5,,3
1/8/2016 17:00,2016,1,8,17:00, ,-5.8,,-8.8,,79,,10,,2
1/8/2016 18:00,2016,1,8,18:00, ,-6.4,,-8.8,,83,,30,,2
1/8/2016 19:00,2016,1,8,19:00, ,-8.1,,-9.4,,91,,3,,4
1/8/2016 20:00,2016,1,8,20:00, ,-7.8,,-9.8,,85,,4,,9
1/8/2016 21:00,2016,1,8,21:00, ,-7.8,,-10.2,,83,,6,,7
1/8/2016 22:00,2016,1,8,22:00, ,-8.6,,-10.7,,85,,7,,9
1/8/2016 23:00,2016,1,8,23:00, ,-9.9,,-11.7,,87,,6,,8
1/9/2016 0:00,2016,1,9,0:00, ,-10.9,,-12.3,,89,,8,,7
1/9/2016 1:00,2016,1,9,1:00, ,-10.9,,-11.7,,94,,9,,9
1/9/2016 2:00,2016,1,9,2:00, ,-11.1,,-12.2,,92,,20,,2
1/9/2016 3:00,2016,1,9,3:00, ,-12.1,,-12.8,,94,,10,,5
1/9/2016 4:00,2016,1,9,4:00, ,-10.5,,-11.4,,92,,11,,8
1/9/2016 5:00,2016,1,9,5:00, ,-10.2,,-11.5,,90,,10,,15
1/9/2016 6:00,2016,1,9,6:00, ,-10.2,,-11.2,,92,,10,,12
1/9/2016 7:00,2016,1,9,7:00, ,-9.3,,-10.4,,92,,10,,11
1/9/2016 8:00,2016,1,9,8:00, ,-8.5,,-9.6,,92,,12,,10
1/9/2016 9:00,2016,1,9,9:00, ,-7.7,,-9,,91,,13,,14
1/9/2016 10:00,2016,1,9,10:00, ,-7,,-8.5,,90,,13,,20
1/9/2016 11:00,2016,1,9,11:00, ,-6.5,,-8.2,,88,,12,,18
1/9/2016 12:00,2016,1,9,12:00, ,-6,,-7.9,,86,,12,,16
1/9/2016 13:00,2016,1,9,13:00, ,-5.7,,-7.5,,87,,14,,20
1/9/2016 14:00,2016,1,9,14:00, ,-5.3,,-6.9,,89,,14,,18
1/9/2016 15:00,2016,1,9,15:00, ,-5.3,,-6.9,,88,,13,,17
1/9/2016 16:00,2016,1,9,16:00, ,-5.2,,-6.9,,88,,12,,14
1/9/2016 17:00,2016,1,9,17:00, ,-5.2,,-6.6,,90,,12,,15
1/9/2016 18:00,2016,1,9,18:00, ,-5.3,,-6.1,,95,,12,,15
1/9/2016 19:00,2016,1,9,19:00, ,-4.8,,-5.6,,94,,13,,17
1/9/2016 20:00,2016,1,9,20:00, ,-4.6,,-5.6,,93,,13,,18
1/9/2016 21:00,2016,1,9,21:00, ,-4.5,,-5.7,,91,,12,,20
1/9/2016 22:00,2016,1,9,22:00, ,-4.4,,-5.6,,91,,13,,21
1/9/2016 23:00,2016,1,9,23:00, ,-4.6,,-5.7,,91,,13,,21
1/10/2016 0:00,2016,1,10,0:00, ,-4.5,,-5.7,,92,,14,,20
1/10/2016 1:00,2016,1,10,1:00, ,-4.5,,-5.6,,92,,13,,15
1/10/2016 2:00,2016,1,10,2:00, ,-4.2,,-5.1,,94,,13,,16
1/10/2016 3:00,2016,1,10,3:00, ,-4,,-4.8,,94,,14,,14
1/10/2016 4:00,2016,1,10,4:00, ,-3.8,,-4.8,,92,,14,,12
1/10/2016 5:00,2016,1,10,5:00, ,-3.6,,-4.7,,92,,14,,13
1/10/2016 6:00,2016,1,10,6:00, ,-3.4,,-4.5,,92,,12,,13
1/10/2016 7:00,2016,1,10,7:00, ,-3,,-4,,93,,14,,14
1/10/2016 8:00,2016,1,10,8:00, ,-3.1,,-3.6,,96,,11,,10
1/10/2016 9:00,2016,1,10,9:00, ,-2.6,,-3.3,,95,,13,,12
1/10/2016 10:00,2016,1,10,10:00, ,-2.1,,-2.8,,95,,12,,18
1/10/2016 11:00,2016,1,10,11:00, ,-1,,-2.1,,92,,13,,21
1/10/2016 12:00,2016,1,10,12:00, ,-0.5,,-1.8,,90,,12,,21
1/10/2016 13:00,2016,1,10,13:00, ,-0.3,,-1.1,,94,,12,,18
1/10/2016 14:00,2016,1,10,14:00, ,0.1,,-1.4,,90,,10,,20
1/10/2016 15:00,2016,1,10,15:00, ,0.2,,-1.6,,88,,11,,18
1/10/2016 16:00,2016,1,10,16:00, ,0.3,,-1.2,,90,,11,,19
1/10/2016 17:00,2016,1,10,17:00, ,0.4,,-1,,91,,11,,24
1/10/2016 18:00,2016,1,10,18:00, ,0.4,,-0.7,,92,,10,,23
1/10/2016 19:00,2016,1,10,19:00, ,0.6,,0,,96,,10,,21
1/10/2016 20:00,2016,1,10,20:00, ,1.5,,0.5,,93,,11,,34
1/10/2016 21:00,2016,1,10,21:00, ,1.6,,0.9,,96,,11,,29
1/10/2016 22:00,2016,1,10,22:00, ,1.9,,1.4,,96,,11,,32
1/10/2016 23:00,2016,1,10,23:00, ,3,,2.6,,97,,11,,37
1/11/2016 0:00,2016,1,11,0:00, ,3.7,,3.1,,96,,11,,39
1/11/2016 1:00,2016,1,11,1:00, ,4.3,,3.4,,94,,11,,37
1/11/2016 2:00,2016,1,11,2:00, ,5.2,,4.3,,94,,13,,38
1/11/2016 3:00,2016,1,11,3:00, ,5,,4.2,,95,,13,,35
1/11/2016 4:00,2016,1,11,4:00, ,4.5,,3.8,,96,,13,,28
1/11/2016 5:00,2016,1,11,5:00, ,4.5,,4.1,,97,,14,,17
1/11/2016 6:00,2016,1,11,6:00, ,4.3,,4,,98,,14,,13
1/11/2016 7:00,2016,1,11,7:00, ,3.3,,3.1,,98,,24,,20
1/11/2016 8:00,2016,1,11,8:00, ,1.6,,-0.1,,89,,25,,23
1/11/2016 9:00,2016,1,11,9:00, ,-0.3,,-1.3,,93,,24,,25
1/11/2016 10:00,2016,1,11,10:00, ,-1.1,,-2.7,,89,,25,,26
1/11/2016 11:00,2016,1,11,11:00, ,-2.4,,-6.8,,71,,26,,33
1/11/2016 12:00,2016,1,11,12:00, ,-3.2,,-9.1,,63,,26,,30
1/11/2016 13:00,2016,1,11,13:00, ,-3.6,,-10.2,,60,,25,,24
1/11/2016 14:00,2016,1,11,14:00, ,-3.8,,-13.6,,47,,25,,37
1/11/2016 15:00,2016,1,11,15:00, ,-4,,-14.2,,45,,24,,32
1/11/2016 16:00,2016,1,11,16:00, ,-5.3,,-15,,46,,24,,35
1/11/2016 17:00,2016,1,11,17:00, ,-6.6,,-14.4,,54,,24,,20
1/11/2016 18:00,2016,1,11,18:00, ,-7.8,,-15.6,,54,,25,,30
1/11/2016 19:00,2016,1,11,19:00, ,-9.4,,-16.1,,58,,25,,32
1/11/2016 20:00,2016,1,11,20:00, ,-11,,-17.9,,56,,27,,37
1/11/2016 21:00,2016,1,11,21:00, ,-11.8,,-15.9,,72,,27,,26
1/11/2016 22:00,2016,1,11,22:00, ,-12,,-17,,66,,26,,20
1/11/2016 23:00,2016,1,11,23:00, ,-12.9,,-18.7,,62,,26,,25
1/12/2016 0:00,2016,1,12,0:00, ,-13.4,,-19.3,,61,,25,,21
1/12/2016 1:00,2016,1,12,1:00, ,-14.1,,-18.9,,67,,24,,17
1/12/2016 2:00,2016,1,12,2:00, ,-14.2,,-19.1,,67,,25,,21
1/12/2016 3:00,2016,1,12,3:00, ,-14.4,,-19,,68,,26,,17
1/12/2016 4:00,2016,1,12,4:00, ,-15.3,,-19.3,,71,,25,,13
1/12/2016 5:00,2016,1,12,5:00, ,-16,,-19.4,,76,,24,,12
1/12/2016 6:00,2016,1,12,6:00, ,-16.2,,-19.5,,76,,23,,6
1/12/2016 7:00,2016,1,12,7:00, ,-16.6,,-19.2,,80,,14,,7
1/12/2016 8:00,2016,1,12,8:00, ,-18.1,,-20.3,,83,,16,,7
1/12/2016 9:00,2016,1,12,9:00, ,-17.1,,-19.6,,81,,18,,10
1/12/2016 10:00,2016,1,12,10:00, ,-15.9,,-19.3,,76,,19,,9
1/12/2016 11:00,2016,1,12,11:00, ,-13.8,,-18.6,,67,,19,,8
1/12/2016 12:00,2016,1,12,12:00, ,-12.2,,-18.3,,60,,20,,12
1/12/2016 13:00,2016,1,12,13:00, ,-11.2,,-18.1,,56,,20,,14
1/12/2016 14:00,2016,1,12,14:00, ,-10.8,,-17.5,,58,,19,,13
1/12/2016 15:00,2016,1,12,15:00, ,-10,,-18.1,,51,,16,,14
1/12/2016 16:00,2016,1,12,16:00, ,-9.5,,-17.9,,50,,15,,12
1/12/2016 17:00,2016,1,12,17:00, ,-11.7,,-17.8,,61,,9,,6
1/12/2016 18:00,2016,1,12,18:00, ,-11.5,,-17.7,,60,,10,,9
1/12/2016 19:00,2016,1,12,19:00, ,-12,,-17.7,,63,,10,,11
1/12/2016 20:00,2016,1,12,20:00, ,-11.3,,-17.4,,61,,10,,14
1/12/2016 21:00,2016,1,12,21:00, ,-10.5,,-17.4,,57,,11,,18
1/12/2016 22:00,2016,1,12,22:00, ,-10.3,,-17.1,,57,,11,,16
1/12/2016 23:00,2016,1,12,23:00, ,-10.1,,-16,,62,,9,,13
1/13/2016 0:00,2016,1,13,0:00, ,-9.9,,-12.6,,81,,9,,13
1/13/2016 1:00,2016,1,13,1:00, ,-9.9,,-11.1,,91,,8,,11
1/13/2016 2:00,2016,1,13,2:00, ,-9.8,,-10.8,,92,,5,,11
1/13/2016 3:00,2016,1,13,3:00, ,-9.3,,-10.2,,93,,6,,12
1/13/2016 4:00,2016,1,13,4:00, ,-8.9,,-9.7,,94,,6,,14
1/13/2016 5:00,2016,1,13,5:00, ,-8.3,,-9.1,,95,,5,,13
1/13/2016 6:00,2016,1,13,6:00, ,-8,,-8.7,,94,,5,,17
1/13/2016 7:00,2016,1,13,7:00, ,-7.5,,-8.3,,94,,5,,21
1/13/2016 8:00,2016,1,13,8:00, ,-6.9,,-7.8,,94,,5,,20
1/13/2016 9:00,2016,1,13,9:00, ,-6.9,,-7.6,,95,,4,,21
1/13/2016 10:00,2016,1,13,10:00, ,-6.7,,-7.2,,96,,5,,20
1/13/2016 11:00,2016,1,13,11:00, ,-7.6,,-8.2,,96,,36,,8
1/13/2016 12:00,2016,1,13,12:00, ,-7.7,,-8.3,,96,,34,,12
1/13/2016 13:00,2016,1,13,13:00, ,-7.9,,-8.4,,96,,33,,21
1/13/2016 14:00,2016,1,13,14:00, ,-7.2,,-7.7,,96,,33,,21
1/13/2016 15:00,2016,1,13,15:00, ,-7.6,,-8.2,,96,,32,,25
1/13/2016 16:00,2016,1,13,16:00, ,-7.8,,-8.4,,96,,31,,23
1/13/2016 17:00,2016,1,13,17:00, ,-7.8,,-8.4,,96,,30,,19
1/13/2016 18:00,2016,1,13,18:00, ,-8.3,,-8.9,,95,,29,,19
1/13/2016 19:00,2016,1,13,19:00, ,-8,,-8.7,,95,,31,,25
1/13/2016 20:00,2016,1,13,20:00, ,-9.2,,-10,,93,,30,,26
1/13/2016 21:00,2016,1,13,21:00, ,-10.1,,-11,,93,,29,,21
1/13/2016 22:00,2016,1,13,22:00, ,-10.7,,-11.7,,92,,29,,20
1/13/2016 23:00,2016,1,13,23:00, ,-10.6,,-11.4,,94,,30,,12
1/14/2016 0:00,2016,1,14,0:00, ,-10.9,,-12,,91,,28,,22
1/14/2016 1:00,2016,1,14,1:00, ,-11.8,,-13.4,,88,,29,,21
1/14/2016 2:00,2016,1,14,2:00, ,-13.4,,-15.1,,86,,29,,19
1/14/2016 3:00,2016,1,14,3:00, ,-13.4,,-15.1,,87,,28,,18
1/14/2016 4:00,2016,1,14,4:00, ,-14.3,,-15.8,,88,,27,,13
1/14/2016 5:00,2016,1,14,5:00, ,-14.8,,-16.3,,88,,26,,14
